Top Ten Entry Date,Single Name,Artist(s),Peak,Peak Date,Weeks in Top Ten,Ref,Year
1960-12-12,Wonderland by Night,Bert Kaempfert,1,1961-01-09,10,,1960
1960-12-12,Exodus,Ferrante & Teicher,2,1961-01-23,11,,1960
1960-12-26,"Corrina, Corinna",Ray Peterson,9,1961-01-09,5,,1960
1960-12-31,Angel Baby,Rosie and the Originals,5,1961-01-23,7,,1960
1961-01-09,Will You Love Me Tomorrow,The Shirelles,1,1961-01-30,7,,1961
1961-01-09,Rubber Ball,Bobby Vee,6,1961-01-09,5,,1961
1961-01-16,Calcutta,Lawrence Welk,1,1961-02-13,9,,1961
1961-01-23,Shop Around,The Miracles,2,1961-02-20,6,,1961
1961-01-23,Calendar Girl,Neil Sedaka,4,1961-02-13,5,,1961
1961-01-30,Emotions,Brenda Lee,7,1961-02-13,4,,1961
1961-02-06,My Empty Arms,Jackie Wilson,9,1961-02-06,1,,1961
1961-02-13,Pony Time,Chubby Checker,1,1961-02-27,8,,1961
1961-02-13,There's a Moon Out Tonight,The Capris,3,1961-02-27,4,,1961
1961-02-20,Dedicated to the One I Love,The Shirelles,3,1961-03-27,9,,1961
1961-02-20,Wheels,The String-a-Longs,3,1961-03-06,6,,1961
1961-02-27,Surrender,Elvis Presley,1,1961-03-20,8,,1961
1961-02-27,Don't Worry,Marty Robbins,3,1961-03-20,7,,1961
1961-02-27,Where the Boys Are,Connie Francis,4,1961-03-20,5,,1961
1961-02-27,Ebony Eyes,The Everly Brothers,8,1961-03-20,4,,1961
1961-03-06,Baby Sittin' Boogie,Buzz Clifford,6,1961-03-13,3,,1961
1961-03-13,Spanish Harlem,Ben E. King,10,1961-03-13,1,,1961
1961-03-20,Apache,Jørgen Ingmann and his Guitar,2,1961-04-03,5,,1961
1961-03-20,Walk Right Back,The Everly Brothers,7,1961-03-27,4,,1961
1961-03-27,Blue Moon,The Marcels,1,1961-04-03,8,,1961
1961-03-27,Gee Whiz (Look at His Eyes),Carla Thomas,10,1961-03-27,1,,1961
1961-04-03,On the Rebound,Floyd Cramer,4,1961-04-17,6,,1961
1961-04-03,Runaway,Del Shannon,1,1961-04-24,9,,1961
1961-04-03,(I Don't Know Why) But I Do,"Clarence ""Frogman"" Henry",4,1961-04-24,5,,1961
1961-04-10,Mother-in-Law,Ernie K-Doe,1,1961-05-22,8,,1961
1961-04-17,Asia Minor,Kokomo,8,1961-04-17,1,,1961
1961-04-17,A Hundred Pounds of Clay,Gene McDaniels,3,1961-05-08,8,,1961
1961-04-24,I've Told Every Little Star,Linda Scott,3,1961-05-01,5,,1961
1961-04-24,You Can Depend on Me,Brenda Lee,6,1961-05-08,4,,1961
1961-04-24,Take Good Care of Her,Adam Wade,7,1961-05-01,4,,1961
1961-04-24,One Mint Julep,Ray Charles,8,1961-05-01,3,,1961
1961-05-08,Portrait of My Love,Steve Lawrence,9,1961-05-08,1,,1961
1961-05-15,Daddy's Home,Shep and the Limelites,2,1961-05-29,4,,1961
1961-05-15,Travelin' Man,Ricky Nelson,1,1961-05-29,8,,1961
1961-05-15,Mama Said,The Shirelles,4,1961-05-29,4,,1961
1961-05-22,Running Scared,Roy Orbison,1,1961-06-05,4,,1961
1961-05-22,Breakin' in a Brand New Broken Heart,Connie Francis,7,1961-05-29,3,,1961
1961-05-22,Hello Mary Lou,Ricky Nelson,9,1961-05-22,1,,1961
1961-05-29,I Feel So Bad,Elvis Presley,5,1961-06-05,3,,1961
1961-05-29,Tragedy,The Fleetwoods,10,1961-05-29,1,,1961
1961-06-05,Stand by Me,Ben E. King,4,1961-06-12,4,,1961
1961-06-05,Moody River,Pat Boone,1,1961-06-19,6,,1961
1961-06-05,Raindrops,Dee Clark,2,1961-06-26,8,,1961
1961-06-12,The Writing on the Wall,Adam Wade,5,1961-07-03,5,,1961
1961-06-12,Every Beat of My Heart,The Pips,6,1961-07-10,6,,1961
1961-06-12,Quarter to Three,Gary U.S. Bonds,1,1961-06-26,8,,1961
1961-06-12,The Boll Weevil Song,Brook Benton,2,1961-07-10,8,,1961
1961-06-19,Tossin' and Turnin',Bobby Lewis,1,1961-07-10,12,,1961
1961-06-19,Those Oldies but Goodies (Remind Me of You),Little Caesar & the Romans,9,1961-06-26,3,,1961
1961-07-03,Yellow Bird,Arthur Lyman,4,1961-07-24,5,,1961
1961-07-10,Hats Off to Larry,Del Shannon,5,1961-07-31,5,,1961
1961-07-10,Dance on Little Girl,Paul Anka,10,1961-07-10,1,,1961
1961-07-17,San Antonio Rose,Floyd Cramer,8,1961-07-17,1,,1961
1961-07-17,I Like It Like That,Chris Kenner,2,1961-07-31,7,,1961
1961-07-17,Dum Dum,Brenda Lee,4,1961-07-31,6,,1961
1961-07-24,Together,Connie Francis,6,1961-08-07,4,,1961
1961-07-24,Let's Twist Again,Chubby Checker,8,1961-08-07,5,,1961
1961-07-31,Last Night,The Mar-Keys,3,1961-08-07,5,,1961
1961-08-07,Pretty Little Angel Eyes,Curtis Lee,7,1961-08-07,4,,1961
1961-08-07,Wooden Heart (Muss i denn),Joe Dowell,1,1961-08-28,7,,1961
1961-08-07,Michael,The Highwaymen,1,1961-09-04,9,,1961
1961-08-14,School Is Out,Gary U.S. Bonds,5,1961-09-04,4,,1961
1961-08-21,You Don't Know What You've Got (Until You Lose It),Ral Donner,4,1961-09-04,4,,1961
1961-08-28,Don't Bet Money Honey,Linda Scott,9,1961-08-28,2,,1961
1961-08-28,Hurt,Timi Yuro,4,1961-09-11,3,,1961
1961-09-04,Take Good Care of My Baby,Bobby Vee,1,1961-09-18,7,,1961
1961-09-04,My True Story,The Jive Five,3,1961-09-11,4,,1961
1961-09-04,As If I Didn't Know,Adam Wade,10,1961-09-04,2,,1961
1961-09-11,Does Your Chewing Gum Lose Its Flavor (on the Bedpost Overnight),Lonnie Donegan,5,1961-09-25,4,,1961
1961-09-11,"Who Put the Bomp (in the Bomp, Bomp, Bomp)",Barry Mann,7,1961-09-25,2,,1961
1961-09-11,Little Sister,Elvis Presley,5,1961-10-02,4,,1961
1961-09-18,(Marie's the Name) His Latest Flame,Elvis Presley,4,1961-09-18,2,,1961
1961-09-18,Crying,Roy Orbison,2,1961-10-09,5,,1961
1961-09-18,Without You,Johnny Tillotson,7,1961-09-18,2,,1961
1961-09-18,One Track Mind,Bobby Lewis,9,1961-09-18,1,,1961
1961-09-18,When We Get Married,The Dreamlovers,10,1961-09-18,1,,1961
1961-09-25,The Mountain's High,Dick and Dee Dee,2,1961-09-25,3,,1961
1961-10-02,Hit the Road Jack,Ray Charles,1,1961-10-09,8,,1961
1961-10-02,Mexico,Bob Moore,7,1961-10-02,3,,1961
1961-10-02,You Must Have Been a Beautiful Baby,Bobby Darin,5,1961-10-16,3,,1961
1961-10-02,Bristol Stomp,The Dovells,2,1961-10-23,9,,1961
1961-10-09,Runaround Sue,Dion,1,1961-10-23,9,,1961
1961-10-09,Let's Get Together,Hayley Mills,8,1961-10-23,3,,1961
1961-10-16,Sad Movies (Make Me Cry),Sue Thompson,5,1961-10-23,5,,1961
1961-10-16,Big Bad John,Jimmy Dean,1,1961-11-06,10,,1961
1961-10-16,Ya Ya,Lee Dorsey,7,1961-10-30,3,,1961
1961-10-23,This Time,Troy Shondell,6,1961-10-23,6,,1961
1961-10-23,I Love How You Love Me,The Paris Sisters,5,1961-10-30,3,,1961
1961-10-23,The Fly,Chubby Checker,7,1961-11-13,5,,1961
1961-11-06,Fool #1,Brenda Lee,3,1961-11-13,5,,1961
1961-11-06,Tower of Strength,Gene McDaniels,5,1961-11-13,5,,1961
1961-11-13,Please Mr. Postman,The Marvelettes,1,1961-12-11,7,,1961
1961-11-20,Goodbye Cruel World,James Darren,3,1961-12-04,7,,1961
1961-11-27,Heartaches,The Marcels,7,1961-11-27,1,,1961
1961-11-27,Crazy,Patsy Cline,9,1961-11-27,2,,1961
1961-12-04,Walk On By,Leroy Van Dyke,5,1961-12-11,8,,1961
1961-12-04,I Understand (Just How You Feel),The G-Clefs,9,1961-12-04,1,,1961
1961-12-11,The Lion Sleeps Tonight,The Tokens,1,1961-12-18,8,,1961
1961-12-11,Run to Him,Bobby Vee,2,1961-12-25,6,,1961
1961-12-11,Tonight,Ferrante & Teicher,8,1961-12-11,1,,1961
1961-12-11,Let There Be Drums,Sandy Nelson,7,1961-12-18,3,,1961
1993-12-04,Breathe Again,Toni Braxton,3,1994-01-22,17,,1993
1993-12-04,Can We Talk,Tevin Campbell,9,1994-01-15,4,,1993
1993-12-11,All for Love,"Bryan Adams, Rod Stewart, and Sting",1,1994-01-22,14,,1993
1993-12-18,Said I Loved You...But I Lied,Michael Bolton,6,1994-01-22,9,,1993
1993-12-25,What's My Name?,Snoop Doggy Dogg,8,1994-01-01,4,,1993
1994-01-22,The Power of Love,Céline Dion,1,1994-02-12,16,,1994
1994-02-05,The Sign,Ace of Base,1,1994-03-12,21,,1994
1994-02-12,Getto Jam,Domino,7,1994-02-12,2,,1994
1994-02-12,Linger,The Cranberries,8,1994-02-12,1,,1994
1994-02-12,Whatta Man,Salt-n-Pepa and En Vogue,3,1994-02-26,11,,1994
1994-02-19,Without You,Mariah Carey,3,1994-03-19,13,,1994
1994-02-19,Understanding,Xscape,8,1994-02-19,2,,1994
1994-02-19,So Much in Love,All-4-One,5,1994-03-12,11,,1994
1994-02-26,Now and Forever,Richard Marx,7,1994-03-19,11,,1994
1994-03-05,Cantaloop (Flip Fantasia),Us3,9,1994-03-05,4,,1994
1994-03-12,Bump n' Grind,R. Kelly,1,1994-04-09,12,,1994
1994-03-19,Gin and Juice,Snoop Doggy Dogg,8,1994-03-26,3,,1994
1994-03-19,Because of Love,Janet Jackson,10,1994-03-19,1,,1994
1994-04-02,Mmm Mmm Mmm Mmm,Crash Test Dummies,4,1994-04-16,8,,1994
1994-04-09,The Most Beautiful Girl in the World,Prince,3,1994-04-30,11,,1994
1994-04-09,Streets of Philadelphia,Bruce Springsteen,9,1994-04-23,3,,1994
1994-04-30,Return to Innocence,Enigma,4,1994-05-07,6,,1994
1994-04-30,Loser,Beck,10,1994-04-30,1,,1994
1994-05-07,I'll Remember,Madonna,2,1994-05-28,10,,1994
1994-05-07,"Baby, I Love Your Way",Big Mountain,6,1994-05-14,9,,1994
1994-05-14,I Swear,All-4-One,1,1994-05-21,18,,1994
1994-05-14,I'm Ready,Tevin Campbell,9,1994-05-21,3,,1994
1994-05-21,You Mean the World to Me,Toni Braxton,7,1994-05-28,8,,1994
1994-05-28,Back & Forth,Aaliyah,5,1994-07-02,12,,1994
1994-06-04,Don't Turn Around,Ace of Base,4,1994-06-18,15,,1994
1994-06-04,Regulate,Warren G featuring Nate Dogg,2,1994-07-02,11,,1994
1994-06-11,"Any Time, Any Place",Janet Jackson,2,1994-06-25,11,,1994
1994-06-25,Stay (I Missed You),Lisa Loeb and Nine Stories,1,1994-08-06,16,,1994
1994-07-02,If You Go,Jon Secada,10,1994-07-02,4,,1994
1994-07-09,Can You Feel the Love Tonight,Elton John,4,1994-08-06,12,,1994
1994-07-16,Fantastic Voyage,Coolio,3,1994-07-30,11,,1994
1994-07-16,Funkdafied,Da Brat,6,1994-08-13,8,,1994
1994-07-30,Wild Night,John Mellencamp and Meshell Ndegeocello,3,1994-09-03,13,,1994
1994-08-20,I'll Make Love to You,Boyz II Men,1,1994-08-27,22,,1994
1994-08-20,When Can I See You,Babyface,4,1994-09-10,11,,1994
1994-08-27,Stroke You Up,Changing Faces,3,1994-09-17,9,,1994
1994-09-10,This D.J.,Warren G,9,1994-09-10,4,,1994
1994-09-17,Endless Love,Luther Vandross and Mariah Carey,2,1994-10-01,9,,1994
1994-09-17,All I Wanna Do,Sheryl Crow,2,1994-10-08,14,,1994
1994-10-01,(At Your Best) You Are Love,Aaliyah,6,1994-10-15,6,,1994
1994-10-01,Never Lie,Immature,5,1994-10-15,9,,1994
1994-10-08,Another Night,Real McCoy,3,1994-11-12,23,,1994
1994-10-15,Secret,Madonna,3,1994-11-05,11,,1994
1994-10-29,Always,Bon Jovi,4,1994-12-10,18,,1994
1994-10-29,Here Comes the Hotstepper,Ini Kamoze,1,1994-12-17,15,,1994
1994-11-05,I Wanna Be Down,Brandy,6,1994-12-31,12,,1994
1994-11-12,Flava In Ya Ear,Craig Mack,9,1994-11-12,2,,1994
1994-11-19,You Want This,Janet Jackson,8,1994-12-24,7,,1994
1994-11-26,On Bended Knee,Boyz II Men,1,1994-12-03,17,,1994
2009-11-21,Replay,Iyaz,2,2010-01-09,14,,2009
2009-11-28,Need You Now,Lady Antebellum,2,2010-03-20,16,,2009
2009-11-28,Tik Tok,Kesha,1,2010-01-02,20,,2009
2009-12-05,Sexy Bitch,David Guetta featuring Akon,5,2010-02-13,13,,2009
2010-01-09,Do You Remember,Jay Sean featuring Sean Paul and Lil Jon,10,2010-01-09,1,,2010
2010-01-23,Blah Blah Blah,Kesha featuring 3OH!3,7,2010-01-23,1,,2010
2010-01-23,BedRock,Young Money featuring Lloyd,2,2010-03-13,13,,2010
2010-01-23,Hard,Rihanna featuring Young Jeezy,8,2010-01-30,4,,2010
2010-01-30,"Hey, Soul Sister",Train,3,2010-04-10,19,,2010
2010-01-30,How Low,Ludacris,6,2010-02-13,7,,2010
2010-02-06,Baby,Justin Bieber featuring Ludacris,5,2010-02-06,5,,2010
2010-02-06,Today Was a Fairytale,Taylor Swift,2,2010-02-06,1,,2010
2010-02-13,Imma Be,The Black Eyed Peas,1,2010-03-06,11,,2010
2010-02-27,We Are the World 25 for Haiti,Artists for Haiti,2,2010-02-27,2,,2010
2010-02-27,In My Head,Jason Derulo,5,2010-04-24,10,,2010
2010-03-06,Say Aah,Trey Songz featuring Fabolous,9,2010-03-13,2,,2010
2010-03-13,Rude Boy,Rihanna,1,2010-03-27,13,,2010
2010-03-20,Break Your Heart,Taio Cruz featuring Ludacris,1,2010-03-20,16,,2010
2010-03-27,Nothin' on You,B.o.B featuring Bruno Mars,1,2010-05-01,13,,2010
2010-03-27,Telephone,Lady Gaga featuring Beyoncé,3,2010-04-03,7,,2010
2010-04-24,OMG,Usher featuring will.i.am,1,2010-05-15,17,,2010
2010-05-01,Whataya Want from Me,Adam Lambert,10,2010-05-01,1,,2010
2010-05-01,Your Love Is My Drug,Kesha,4,2010-06-12,11,,2010
2010-05-08,Airplanes,B.o.B featuring Hayley Williams,2,2010-06-05,17,,2010
2010-05-15,Young Forever,Jay-Z featuring Mr Hudson,10,2010-05-15,1,,2010
2010-05-22,Not Afraid,Eminem,1,2010-05-22,7,,2010
2010-05-22,My First Kiss,3OH!3 featuring Kesha,9,2010-05-22,1,,2010
2010-05-29,California Gurls,Katy Perry featuring Snoop Dogg,1,2010-06-19,17,,2010
2010-05-29,Alejandro,Lady Gaga,5,2010-06-26,7,,2010
2010-06-05,Can't Be Tamed,Miley Cyrus,8,2010-06-05,1,,2010
2010-06-12,Bulletproof,La Roux,8,2010-06-12,2,,2010
2010-06-19,Billionaire,Travie McCoy featuring Bruno Mars,4,2010-06-26,9,,2010
2010-06-19,Rock That Body,The Black Eyed Peas,9,2010-06-19,2,,2010
2010-06-26,Find Your Love,Drake,5,2010-07-03,7,,2010
2010-07-03,Cooler Than Me,Mike Posner,6,2010-07-17,11,,2010
2010-07-10,Love the Way You Lie,Eminem featuring Rihanna,1,2010-07-31,16,,2010
2010-07-10,Ridin' Solo,Jason Derulo,9,2010-07-17,7,,2010
2010-07-17,Dynamite,Taio Cruz,2,2010-08-21,18,,2010
2010-07-24,I Like It,Enrique Iglesias featuring Pitbull,4,2010-08-28,13,,2010
2010-08-14,DJ Got Us Fallin' in Love,Usher featuring Pitbull,4,2010-10-09,15,,2010
2010-08-14,Teenage Dream,Katy Perry,1,2010-09-18,14,,2010
2010-08-21,Mine,Taylor Swift,3,2010-08-21,5,,2010
2010-09-04,Right Above It,Lil Wayne featuring Drake,6,2010-09-04,1,,2010
2010-09-04,Just the Way You Are,Bruno Mars,1,2010-10-02,22,,2010
2010-09-04,Magic,B.o.B featuring Rivers Cuomo,10,2010-09-04,1,,2010
2010-09-11,Take It Off,Kesha,8,2010-09-18,3,,2010
2010-09-18,Just a Dream,Nelly,3,2010-10-23,17,,2010
2010-09-25,Club Can't Handle Me,Flo Rida featuring David Guetta,9,2010-09-25,7,,2010
2010-10-02,Like a G6,Far East Movement featuring The Cataracs and Dev,1,2010-10-30,11,,2010
2010-10-02,Only Girl (In the World),Rihanna,1,2010-12-04,15,,2010
2010-10-23,Speak Now,Taylor Swift,8,2010-10-23,1,,2010
2010-10-30,Back to December,Taylor Swift,6,2010-10-30,1,,2010
2010-10-30,Bottoms Up,Trey Songz featuring Nicki Minaj,6,2010-11-06,9,,2010
2010-11-06,Raise Your Glass,Pink,1,2010-12-11,14,,2010
2010-11-13,We R Who We R,Kesha,1,2010-11-13,14,,2010
2010-11-20,Firework,Katy Perry,1,2010-12-18,18,,2010
2010-11-20,What's My Name?,Rihanna featuring Drake,1,2010-11-20,14,,2010
2010-11-27,Teenage Dream,Glee Cast,8,2010-11-27,1,,2010
2010-12-11,The Time (Dirty Bit),The Black Eyed Peas,4,2010-12-18,10,,2010
1979-11-10,Please Don't Go,KC and the Sunshine Band,1,1980-01-05,11,,1979
1979-12-08,Do That to Me One More Time,Captain & Tennille,1,1980-02-16,14,,1979
1979-12-22,Ladies' Night,Kool & the Gang,8,1980-01-12,5,,1979
1980-01-05,Rock with You,Michael Jackson,1,1980-01-19,9,,1980
1980-01-05,Coward of the County,Kenny Rogers,3,1980-01-26,8,,1980
1980-01-05,We Don't Talk Anymore,Cliff Richard,7,1980-01-19,4,,1980
1980-01-19,Cruisin',Smokey Robinson,4,1980-02-02,7,,1980
1980-01-19,Cool Change,Little River Band,10,1980-01-19,1,,1980
1980-01-26,Crazy Little Thing Called Love,Queen,1,1980-02-23,12,,1980
1980-01-26,Sara,Fleetwood Mac,7,1980-02-02,5,,1980
1980-01-26,The Long Run,Eagles,8,1980-02-02,3,,1980
1980-02-02,"Yes, I'm Ready",Teri DeSario with K.C.,2,1980-03-01,7,,1980
1980-02-02,Don't Do Me Like That,Tom Petty and the Heartbreakers,10,1980-02-02,2,,1980
1980-02-09,Longer,Dan Fogelberg,2,1980-03-15,7,,1980
1980-02-16,Desire,Andy Gibb,4,1980-03-08,8,,1980
1980-02-16,On the Radio,Donna Summer,5,1980-03-08,6,,1980
1980-03-01,Another Brick in the Wall,Pink Floyd,1,1980-03-22,12,,1980
1980-03-01,"Working My Way Back to You (Forgive Me, Girl)",The Spinners,2,1980-03-29,8,,1980
1980-03-08,Him,Rupert Holmes,6,1980-03-29,5,,1980
1980-03-08,The Second Time Around,Shalamar,8,1980-03-22,4,,1980
1980-03-15,Too Hot,Kool & the Gang,5,1980-04-05,5,,1980
1980-03-22,How Do I Make You,Linda Ronstadt,10,1980-03-22,3,,1980
1980-03-29,Call Me,Blondie,1,1980-04-19,12,,1980
1980-03-29,Ride Like the Wind,Christopher Cross,2,1980-04-26,9,,1980
1980-04-05,Special Lady,"Ray, Goodman & Brown",5,1980-04-19,4,,1980
1980-04-12,With You I'm Born Again,Billy Preston and Syreeta Wright,4,1980-04-19,6,,1980
1980-04-12,I Can't Tell You Why,Eagles,8,1980-04-19,4,,1980
1980-04-12,Off the Wall,Michael Jackson,10,1980-04-12,2,,1980
1980-04-19,Lost in Love,Air Supply,3,1980-05-03,6,,1980
1980-04-19,Fire Lake,Bob Seger & The Silver Bullet Band,6,1980-05-03,4,,1980
1980-04-26,Sexy Eyes,Dr. Hook,5,1980-05-24,6,,1980
1980-04-26,You May Be Right,Billy Joel,7,1980-05-03,4,,1980
1980-05-03,Hold On (To My Love),Jimmy Ruffin,10,1980-05-03,2,,1980
1980-05-10,Don't Fall in Love with a Dreamer,Kenny Rogers with Kim Carnes,4,1980-05-24,5,,1980
1980-05-17,Funkytown,Lipps Inc.,1,1980-05-31,9,,1980
1980-05-17,Biggest Part of Me,Ambrosia,3,1980-06-07,8,,1980
1980-05-24,Stomp!,The Brothers Johnson,7,1980-05-24,2,,1980
1980-05-24,Hurt So Bad,Linda Ronstadt,8,1980-05-24,3,,1980
1980-05-24,Cars,Gary Numan,9,1980-06-07,5,,1980
1980-05-31,Coming Up (Live at Glasgow),Wings,1,1980-06-28,11,,1980
1980-05-31,Against the Wind,Bob Seger & The Silver Bullet Band,5,1980-06-14,6,,1980
1980-06-07,The Rose,Bette Midler,3,1980-06-28,8,,1980
1980-06-07,Little Jeannie,Elton John,3,1980-07-19,11,,1980
1980-06-14,It's Still Rock and Roll to Me,Billy Joel,1,1980-07-19,11,,1980
1980-06-14,Steal Away,Robbie Dupree,6,1980-07-12,7,,1980
1980-06-21,She's Out of My Life,Michael Jackson,10,1980-06-21,2,,1980
1980-06-28,Cupid (I've Loved You for a Long Time),The Spinners,4,1980-07-19,7,,1980
1980-07-05,Let's Get Serious,Jermaine Jackson,9,1980-07-12,3,,1980
1980-07-12,Magic,Olivia Newton-John,1,1980-08-02,9,,1980
1980-07-12,Let Me Love You Tonight,Pure Prairie League,10,1980-07-12,2,,1980
1980-07-19,Shining Star,The Manhattans,5,1980-07-19,5,,1980
1980-07-26,Take Your Time (Do It Right),The S.O.S. Band,3,1980-08-16,7,,1980
1980-07-26,Tired of Toein' the Line,Rocky Burnette,8,1980-07-26,2,,1980
1980-08-02,Sailing,Christopher Cross,1,1980-08-30,7,,1980
1980-08-02,Emotional Rescue,The Rolling Stones,3,1980-09-06,8,,1980
1980-08-09,Upside Down,Diana Ross,1,1980-09-06,14,,1980
1980-08-16,Let My Love Open the Door,Pete Townshend,9,1980-08-16,3,,1980
1980-08-16,More Love,Kim Carnes,10,1980-08-16,3,,1980
1980-08-23,All Out of Love,Air Supply,2,1980-09-13,10,,1980
1980-08-23,Fame,Irene Cara,4,1980-09-13,6,,1980
1980-08-30,Give Me the Night,George Benson,4,1980-09-27,7,,1980
1980-09-06,Lookin' for Love,Johnny Lee,5,1980-09-20,5,,1980
1980-09-06,Late in the Evening,Paul Simon,6,1980-09-27,7,,1980
1980-09-13,Another One Bites the Dust,Queen,1,1980-10-04,15,,1980
1980-09-13,Drivin' My Life Away,Eddie Rabbitt,5,1980-10-04,6,,1980
1980-09-20,One in a Million You,Larry Graham,9,1980-09-20,2,,1980
1980-09-27,I'm Alright,Kenny Loggins,7,1980-10-11,5,,1980
1980-10-04,Woman in Love,Barbra Streisand,1,1980-10-25,11,,1980
1980-10-04,Xanadu,Olivia Newton-John and Electric Light Orchestra,8,1980-10-11,3,,1980
1980-10-11,Real Love,The Doobie Brothers,5,1980-10-25,5,,1980
1980-10-18,He's So Shy,The Pointer Sisters,3,1980-10-25,5,,1980
1980-10-25,Lady,Kenny Rogers,1,1980-11-15,13,,1980
1980-10-25,The Wanderer,Donna Summer,3,1980-11-15,6,,1980
1980-10-25,Never Knew Love Like This Before,Stephanie Mills,6,1980-11-15,5,,1980
1980-11-01,I'm Coming Out,Diana Ross,5,1980-11-15,6,,1980
1980-11-01,Master Blaster (Jammin'),Stevie Wonder,5,1980-12-06,8,,1980
1980-11-15,(Just Like) Starting Over,John Lennon,1,1980-12-27,14,,1980
1980-11-15,More Than I Can Say,Leo Sayer,2,1980-12-06,9,,1980
1980-11-22,Dreamin',Cliff Richard,10,1980-11-22,3,,1980
1980-12-06,Hungry Heart,Bruce Springsteen,5,1980-12-27,8,,1980
1980-12-13,Hit Me with Your Best Shot,Pat Benatar,9,1980-12-20,4,,1980
2016-10-15,Starboy,The Weeknd featuring Daft Punk,1,2017-01-07,19,[1][2],2016
2016-11-05,Don't Wanna Know,Maroon 5 featuring Kendrick Lamar,6,2017-02-18,14,[3][4],2016
2016-11-19,Fake Love,Drake,8,2017-02-18,6,[5][4],2016
2016-12-24,Bad Things,Machine Gun Kelly and Camila Cabello,4,2017-02-11,10,[6][7],2016
2016-12-31,I Don't Wanna Live Forever,Zayn and Taylor Swift,2,2017-03-04,12,[8][9],2016
2017-01-14,Bad and Boujee,Migos featuring Lil Uzi Vert,1,2017-01-21,14,[10][11],2017
2017-01-28,Shape of You,Ed Sheeran,1,2017-01-28,33,[12],2017
2017-01-28,Castle on the Hill,Ed Sheeran,6,2017-01-28,1,[12],2017
2017-02-04,Paris,The Chainsmokers,6,2017-03-11,10,[13][14],2017
2017-02-11,Scars to Your Beautiful,Alessia Cara,8,2017-02-25,3,[7][15],2017
2017-02-25,Million Reasons,Lady Gaga,4,2017-02-25,1,[15],2017
2017-02-25,Bounce Back,Big Sean,6,2017-02-25,5,[15],2017
2017-03-04,Chained to the Rhythm,Katy Perry featuring Skip Marley,4,2017-03-04,2,[9],2017
2017-03-04,That's What I Like,Bruno Mars,1,2017-05-13,28,[9][16],2017
2017-03-04,Love on the Brain,Rihanna,5,2017-03-25,5,[9][17],2017
2017-03-04,I Feel It Coming,The Weeknd featuring Daft Punk,4,2017-04-15,5,[9][18],2017
2017-03-18,Something Just Like This,The Chainsmokers and Coldplay,3,2017-04-15,17,[19][18],2017
2017-03-18,Tunnel Vision,Kodak Black,6,2017-03-25,6,[19][17],2017
2017-03-25,Rockabye,Clean Bandit featuring Sean Paul and Anne-Marie,9,2017-03-25,2,[17],2017
2017-04-01,iSpy,Kyle featuring Lil Yachty,4,2017-04-22,8,[20][21],2017
2017-04-08,Passionfruit,Drake,8,2017-04-08,2,[22],2017
2017-04-08,Portland,Drake featuring Quavo and Travis Scott,9,2017-04-08,1,[22],2017
2017-04-22,Humble,Kendrick Lamar,1,2017-05-06,15,[21][23],2017
2017-04-22,Body Like a Back Road,Sam Hunt,6,2017-04-22,8,[21],2017
2017-04-29,Sign of the Times,Harry Styles,4,2017-04-29,1,[24],2017
2017-04-29,Mask Off,Future,5,2017-05-06,12,[24][23],2017
2017-04-29,XO Tour Llif3,Lil Uzi Vert,7,2017-06-24,10,[24][25],2017
2017-05-06,DNA,Kendrick Lamar,4,2017-05-06,2,[23],2017
2017-05-06,Stay,Zedd and Alessia Cara,7,2017-05-06,8,[23],2017
2017-05-06,Despacito,Luis Fonsi and Daddy Yankee featuring Justin Bieber,1,2017-05-27,25,[23][26],2017
2017-05-13,It Ain't Me,Kygo and Selena Gomez,10,2017-05-13,3,[16][27],2017
2017-05-20,I'm the One,"DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",1,2017-05-20,15,[28],2017
2017-06-03,Malibu,Miley Cyrus,10,2017-06-03,1,[29],2017
2017-06-17,Congratulations,Post Malone featuring Quavo,8,2017-07-08,6,[30][31],2017
2017-07-08,Wild Thoughts,DJ Khaled featuring Rihanna and Bryson Tiller,2,2017-07-29,13,[31][32],2017
2017-07-15,Believer,Imagine Dragons,4,2017-08-26,14,[33][34],2017
2017-07-22,Unforgettable,French Montana featuring Swae Lee,3,2017-08-19,16,[35][36],2017
2017-07-29,There's Nothing Holdin' Me Back,Shawn Mendes,6,2017-08-26,10,[32][34],2017
2017-08-05,Attention,Charlie Puth,5,2017-08-26,10,[37][34],2017
2017-08-26,Bodak Yellow,Cardi B,1,2017-10-07,20,[34][38],2017
2017-09-09,Rake It Up,Yo Gotti featuring Nicki Minaj,8,2017-10-07,3,[39][38],2017
2017-09-16,Look What You Made Me Do,Taylor Swift,1,2017-09-16,8,[40],2017
2017-09-16,1-800-273-8255,Logic featuring Alessia Cara and Khalid,3,2017-09-30,12,[40][41],2017
2017-09-16,Strip That Down,Liam Payne featuring Quavo,10,2017-09-16,1,[40],2017
2017-09-23,...Ready for It?,Taylor Swift,4,2017-09-23,1,[42],2017
2017-09-30,Too Good at Goodbyes,Sam Smith,4,2017-11-25,16,[41][43],2017
2017-10-07,Rockstar,Post Malone featuring 21 Savage,1,2017-10-28,25,[38][44],2017
2017-10-07,Feel It Still,Portugal. The Man,4,2017-11-04,11,[38][45],2017
